5
11,90,81,73,19,31,91,88,13,10,10,4,5,72,8,85,57,72,90,97,90,8,29,76,19,60,44,96,11,77,0,65,94,58,69,24,63,53,82,18,75,23,28,87,90,72,8,23,31,69,27,84,59,95,1,22,7,29,30,90,20,32,89,64,60,51,51,77,50,35,2,67,55,28,23,76,33,48,34,11,71,81,41,11,43,51,12,94,7,36,31,38,15,68,94,14,72,66,86,92,26
12,95,90,67,10,96,62,15,15,76,97,69,97,81,55,8,30,53,59,44,97,9,66,50,69,39,18,47,73,97,45,62,47,6,14,95,96,74,77,13,26,91,34,29,84,58,29,1,67,45,44,46,68,1,92,46,9,93,28,59,85,35,72,90,76,83,30,73,12,39,24,83,63,20,83,95,19,36,37,93,66,34,51,9,99,63,90,93,39,26,29,85,83,93,67,87,8,79,74,8,83
13,86,82,92,69,41,72,33,91,4,58,85,42,3,48,21,37,31,66,80,78,45,78,97,93,54,98,1,21,17,76,35,61,24,65,50,82,68,43,75,92,85,7,11,77,53,8,14,19,48,77,15,29,74,12,25,9,51,37,67,47,43,95,6,52,17,65,15,20,63,92,63,55,20,77,2,5,68,67,58,10,12,91,39,76,69,7,8,43,63,16,86,73,1,83,91,68,35,20,26,85
14,66,46,2,11,82,13,78,24,6,94,80,64,35,64,79,95,70,60,69,92,39,19,25,67,42,78,6,8,37,2,63,91,57,48,55,76,13,12,61,32,16,96,3,21,48,39,14,5,69,94,9,39,55,85,46,25,46,12,73,53,76,37,27,24,40,86,45,55,86,41,13,91,74,39,13,16,13,83,69,28,9,93,35,71,80,48,52,45,80,50,94,3,33,43,51,20,54,29,98,78
15,93,92,1,11,56,5,56,22,66,36,40,90,8,60,7,27,82,97,71,29,74,56,60,20,70,0,29,72,5,6,99,58,61,47,85,66,22,63,51,15,91,89,37,33,1,92,8,67,54,60,52,4,25,81,79,14,15,41,78,58,26,90,83,78,84,80,37,26,37,71,32,60,10,93,54,61,15,98,49,69,58,13,93,75,23,74,29,39,64,65,18,99,63,27,42,93,88,80,73,22
16,6,6,20,32,4,84,64,7,67,22,89,53,6,18,97,96,8,23,44,24,17,82,82,39,84,77,63,72,20,97,21,30,48,6,8,52,54,37,42,27,83,3,81,22,58,83,41,70,46,15,11,23,32,80,46,49,12,81,86,47,58,16,10,88,77,56,86,54,14,48,7,17,49,60,53,38,46,43,85,75,30,28,4,94,3,12,92,62,85,58,96,8,52,54,86,27,24,81,78,71
17,0,36,96,57,77,96,97,16,25,77,93,12,16,45,39,3,76,19,84,23,41,29,28,0,82,83,46,36,77,77,11,54,14,70,56,78,10,29,1,45,50,39,88,80,65,86,53,48,68,64,83,72,30,51,7,66,51,77,8,47,46,59,8,14,82,27,67,57,35,53,91,34,73,16,28,73,31,79,9,12,33,6,73,50,42,99,7,2,92,88,94,50,53,38,2,78,30,69,85,32
18,37,18,11,85,70,21,7,10,59,43,23,44,39,86,27,30,74,50,38,39,10,38,52,26,48,22,85,88,70,46,15,48,68,37,15,87,89,96,81,76,15,6,26,57,76,47,80,71,7,9,56,54,42,47,87,12,50,39,67,13,25,28,6,23,45,17,94,39,28,49,24,4,38,39,33,59,84,73,47,0,23,53,99,3,47,80,31,85,14,95,75,87,70,55,67,45,70,21,26,95
19,35,17,97,70,21,21,60,2,16,56,48,15,33,98,52,82,15,15,28,76,21,41,67,75,3,20,20,82,80,42,46,34,28,47,57,18,10,28,44,63,11,90,71,20,40,94,26,5,9,48,53,5,90,80,74,65,33,71,65,34,16,20,47,62,53,12,80,10,36,47,1,44,7,83,51,75,25,49,75,19,24,9,46,45,25,92,69,80,9,38,76,95,22,63,0,23,53,40,12,2
20,66,12,10,99,70,2,83,84,50,68,29,34,76,15,81,8,78,82,58,20,53,91,23,51,66,16,10,57,69,77,49,39,82,68,9,89,49,41,48,92,0,24,55,82,15,40,49,54,36,59,99,26,37,18,17,93,88,33,81,62,69,75,36,83,84,63,34,58,61,6,78,21,38,57,46,2,62,12,79,33,45,35,41,70,72,26,78,61,70,89,19,93,93,95,94,59,19,57,67,35
21,91,37,34,26,90,88,30,47,71,40,74,43,41,52,96,70,29,73,36,17,35,14,57,86,32,53,71,35,34,60,20,62,31,51,16,71,55,65,2,21,17,55,72,17,23,32,26,29,82,22,44,33,68,44,98,0,25,67,21,15,52,99,37,47,31,0,95,38,42,35,94,34,12,91,42,37,43,54,66,4,78,19,31,10,63,9,93,91,86,56,5,67,78,7,26,39,82,73,71,60
22,24,38,54,85,36,73,94,70,17,55,59,90,30,95,66,22,95,38,42,8,55,39,16,69,28,29,12,33,24,6,58,70,26,23,58,76,5,51,15,27,70,51,31,38,35,1,56,83,19,89,8,12,71,77,29,90,78,68,17,99,73,23,88,87,36,98,48,40,56,37,42,54,1,97,79,97,21,55,69,43,86,9,76,24,71,31,86,82,45,47,66,30,83,7,49,18,36,96,94,5
23,60,85,42,42,71,56,89,74,10,25,75,1,99,16,20,96,20,45,86,7,92,95,16,20,22,89,36,93,62,69,74,71,61,85,32,63,25,99,76,29,18,33,19,52,76,4,4,8,56,63,22,88,52,60,12,71,82,63,42,15,90,13,93,26,36,90,16,34,25,38,58,85,71,83,14,56,53,79,6,86,69,55,26,81,83,51,64,16,9,30,59,44,47,6,14,75,87,57,50,0
24,20,70,40,74,50,15,66,26,3,9,64,54,98,86,49,76,50,98,53,73,59,64,14,4,40,81,20,99,46,25,28,50,38,56,38,94,56,83,14,51,85,16,52,97,57,96,60,19,22,43,64,22,79,3,28,9,21,21,1,40,22,14,3,52,97,19,16,8,10,63,6,35,15,74,79,66,85,10,76,65,2,51,35,9,18,65,98,23,69,77,63,9,57,42,19,14,52,77,59,51
25,68,75,88,71,60,47,9,92,25,77,11,48,85,49,41,71,49,90,1,36,98,13,66,22,13,75,78,73,54,84,58,76,64,47,30,26,67,43,13,38,17,28,53,84,29,90,97,90,35,8,35,76,95,77,87,55,92,5,30,5,46,13,35,14,82,82,68,67,3,98,42,64,29,60,68,93,64,44,91,70,5,26,68,32,78,95,98,29,66,40,88,61,76,56,80,66,47,74,77,98
26,31,81,22,30,2,50,24,50,17,4,33,39,61,52,29,17,78,90,89,19,41,30,63,32,37,46,19,20,47,26,63,32,5,29,85,12,32,84,42,58,66,31,38,79,10,28,8,40,53,25,92,89,48,17,32,33,38,12,10,89,73,13,88,81,94,3,8,49,62,25,76,46,19,17,34,74,20,3,98,22,20,77,50,49,54,3,25,16,87,53,54,74,91,56,10,78,26,69,95,16
27,15,93,13,99,16,69,84,92,3,22,43,18,11,29,1,39,96,54,41,7,12,40,43,58,34,27,59,15,63,4,70,22,37,77,99,98,58,26,49,83,19,41,29,76,66,89,89,37,50,15,87,67,2,40,25,18,21,78,27,15,96,33,5,24,78,68,90,5,60,97,62,10,8,73,88,16,35,35,96,94,13,66,39,78,67,69,96,65,3,96,94,25,68,82,63,81,87,23,31,54
28,30,23,36,0,47,48,30,39,14,86,12,93,19,86,36,58,38,66,16,11,28,82,67,31,21,60,76,20,41,48,57,79,71,67,92,23,30,11,6,55,8,95,13,32,75,61,89,96,72,95,57,58,40,51,58,3,67,70,43,35,94,10,19,63,10,26,15,90,77,35,85,37,11,70,73,30,25,96,26,11,3,71,62,12,91,69,71,66,85,37,51,8,50,69,34,10,49,71,31,87
29,64,62,64,6,18,19,6,66,36,71,51,44,0,11,43,23,92,97,31,85,44,65,27,54,66,39,65,50,49,7,18,21,76,72,2,31,59,15,20,35,10,10,35,68,62,8,98,51,77,81,21,94,50,25,7,91,78,79,23,56,25,67,28,2,94,72,78,65,59,98,6,29,25,78,32,20,32,34,50,56,99,45,60,28,18,54,41,39,44,95,87,0,83,18,48,43,98,15,73,97
30,20,89,50,51,94,8,14,72,37,66,17,13,48,28,92,99,66,92,10,42,29,78,65,20,65,8,77,90,0,39,77,35,35,38,67,45,56,43,40,9,57,34,5,49,96,36,12,87,41,40,79,10,97,70,63,28,34,22,29,70,96,35,23,9,16,89,64,57,83,15,43,46,12,1,23,12,62,18,8,55,66,37,67,92,42,40,92,28,72,73,68,73,56,38,46,2,62,80,23,14
31,26,35,41,65,80,61,25,60,13,73,30,97,7,75,49,75,33,99,92,67,12,18,58,52,21,45,64,9,34,61,18,40,68,25,82,71,36,65,79,73,75,81,90,2,76,22,77,1,93,39,82,9,89,91,44,51,40,53,86,13,73,37,43,84,20,57,4,87,19,74,61,97,84,50,80,49,49,86,32,15,97,84,42,35,20,72,60,59,25,29,46,93,28,38,79,80,29,32,26,60
32,25,33,68,6,47,2,16,25,15,94,90,37,98,84,9,69,4,72,52,84,30,0,62,54,19,16,78,32,16,74,62,1,16,70,61,94,45,73,11,67,46,2,31,58,77,20,7,24,56,45,39,57,64,69,16,83,22,60,74,22,40,57,58,43,67,28,37,88,43,45,68,32,97,21,54,58,17,41,98,76,52,31,93,61,13,59,63,30,75,47,20,43,85,46,60,33,31,10,16,89
33,40,97,3,88,25,83,29,59,5,26,57,68,15,17,37,83,4,76,65,11,16,6,46,59,71,78,1,39,25,57,60,37,36,86,89,32,37,14,71,87,56,66,77,31,15,23,81,88,82,3,47,41,39,15,51,87,94,51,13,91,52,48,15,1,24,48,25,38,63,49,36,77,62,75,92,31,96,21,77,28,21,15,83,90,84,20,8,8,89,54,70,38,37,29,81,94,12,34,35,15
34,52,58,49,88,70,27,32,50,32,66,94,61,47,21,0,61,40,82,1,97,14,12,52,41,96,59,0,12,65,54,83,12,93,7,47,54,80,16,96,77,2,67,27,12,5,32,15,98,84,42,91,87,65,58,29,78,24,92,76,0,73,66,25,27,64,38,58,50,70,40,59,41,96,69,24,45,31,51,87,16,37,21,95,47,16,31,84,86,12,69,17,40,46,72,76,54,4,78,94,94
35,47,9,90,53,42,72,44,65,64,88,8,55,52,34,3,95,76,1,42,20,89,56,1,71,36,52,2,50,7,70,79,61,20,88,16,83,59,63,33,50,75,6,4,63,22,40,11,30,80,14,42,43,83,81,71,22,73,16,47,29,47,30,95,38,5,49,85,63,37,87,34,1,26,82,72,99,15,8,81,90,4,65,23,34,21,22,47,83,41,83,76,80,23,28,59,86,45,60,78,4
36,38,28,8,16,46,3,34,66,30,13,31,38,96,97,38,25,32,2,75,89,70,86,42,8,34,98,16,45,60,94,32,52,23,27,0,98,43,79,26,65,86,55,41,67,45,24,95,67,0,14,90,41,54,0,85,4,72,69,66,48,29,67,90,57,12,19,10,81,32,89,98,76,31,6,93,38,66,77,19,12,21,75,9,43,92,96,54,40,47,21,13,70,81,95,82,78,53,96,1,80
37,93,42,55,65,74,74,32,34,11,79,40,30,99,0,50,66,65,21,46,81,32,68,38,1,27,81,20,2,31,97,28,69,52,74,8,10,44,4,49,50,9,40,13,38,59,3,71,40,21,1,83,35,36,65,96,40,4,23,31,95,97,19,96,87,85,58,63,62,79,96,94,94,27,82,51,70,87,25,39,68,98,71,5,16,1,39,41,16,56,55,8,79,17,56,36,61,55,52,22,24
38,32,46,11,26,62,87,92,59,0,82,25,64,69,27,89,40,24,49,74,35,33,99,82,27,54,65,9,61,60,63,24,54,5,18,3,18,44,67,87,52,32,40,17,23,8,8,95,41,3,66,17,50,11,57,27,92,66,51,40,77,24,36,95,99,10,42,11,31,86,65,16,42,52,22,64,6,86,98,39,17,11,80,12,62,48,18,89,50,44,82,70,21,95,75,37,47,54,28,31,29
39,34,75,26,36,4,26,43,57,89,54,85,94,90,33,42,33,57,94,30,82,53,27,36,53,82,82,33,12,46,13,48,14,66,93,94,35,74,82,53,43,61,62,68,22,75,75,83,38,4,81,16,67,20,19,78,38,7,22,80,35,34,31,96,77,97,86,18,52,78,25,29,19,74,17,37,93,42,49,74,37,39,43,6,9,32,45,63,18,90,18,46,18,64,9,46,92,18,91,30,47
40,82,96,89,15,22,24,27,83,77,94,21,67,37,22,89,86,67,56,47,18,55,65,58,78,62,82,16,17,62,41,36,85,39,68,95,59,39,28,54,19,76,79,13,64,82,76,30,26,44,11,51,73,56,73,3,28,49,44,5,28,88,7,81,28,55,98,51,5,43,70,37,75,64,62,76,13,62,37,48,3,6,35,65,80,42,31,65,82,67,11,60,85,94,77,34,45,82,2,18,9
41,7,63,39,88,45,69,45,14,96,93,20,63,17,8,80,72,32,4,81,86,47,20,54,6,56,48,8,47,33,56,56,14,47,97,43,3,72,3,64,84,83,7,3,75,96,83,42,28,23,41,27,73,89,50,5,82,92,52,95,51,19,20,90,62,48,71,43,38,43,76,5,73,79,45,88,0,68,18,31,95,21,25,23,46,73,59,5,10,43,4,30,68,22,93,7,42,5,41,68,80
42,26,65,22,11,93,36,81,97,40,44,67,39,1,34,64,79,90,64,87,48,95,72,86,9,78,86,68,45,89,5,22,99,5,97,22,82,17,63,95,45,8,52,39,28,81,35,85,53,7,28,6,4,8,79,78,29,98,22,52,64,45,4,63,98,49,51,63,19,74,68,86,88,84,7,59,30,37,99,37,6,49,80,53,40,86,21,12,84,8,65,26,2,8,50,89,74,15,95,78,23
43,92,91,99,16,47,83,44,43,25,45,97,19,5,66,91,9,57,19,44,22,11,69,33,12,50,83,64,15,62,41,24,12,5,25,48,59,25,31,19,46,47,3,3,17,70,10,15,11,93,89,70,87,83,54,12,68,45,48,63,18,5,28,56,91,80,7,16,16,93,65,48,76,25,8,10,2,97,17,38,80,41,40,39,67,85,5,40,48,65,99,42,29,84,27,24,47,64,26,79,0
44,9,76,88,32,10,16,71,9,85,84,5,89,92,98,97,47,4,3,98,53,0,29,30,16,60,78,97,75,60,57,65,14,58,71,67,1,16,46,50,85,90,53,22,87,64,54,45,97,23,71,66,44,98,23,57,56,41,39,14,16,28,23,23,52,38,32,93,12,70,44,50,94,55,75,25,54,14,33,31,89,4,52,35,12,38,38,90,59,22,78,53,37,11,80,28,20,59,13,82,13
45,99,77,73,51,75,7,62,89,81,99,65,27,11,8,57,62,22,6,13,7,66,71,33,20,82,26,9,88,72,43,9,71,36,51,5,73,75,30,3,16,42,69,57,15,46,50,5,32,93,64,12,24,91,40,36,88,20,37,99,63,23,75,94,4,46,47,19,64,25,96,80,17,6,68,80,40,19,84,69,31,82,7,7,70,1,10,58,49,14,28,10,90,31,39,2,28,88,93,12,18
46,74,95,44,93,20,98,63,83,34,91,74,3,71,67,88,54,28,86,77,68,82,38,38,73,90,40,76,41,96,52,60,48,4,53,54,47,11,37,1,61,7,23,18,22,94,18,88,85,4,66,59,61,26,38,87,28,99,63,90,17,82,42,6,46,23,47,85,92,50,59,95,81,7,36,45,0,50,6,83,31,61,69,75,21,4,72,24,56,15,16,30,43,68,74,60,61,65,53,66,83
47,34,89,19,36,24,33,33,33,51,99,5,22,48,97,53,59,33,9,51,39,29,96,94,65,47,18,40,3,34,16,44,81,3,65,6,8,52,46,14,60,88,69,93,59,85,12,51,78,10,34,11,71,72,69,32,64,58,0,22,76,56,43,63,31,77,47,64,11,14,33,13,60,25,98,61,62,27,43,54,69,67,60,10,1,42,92,89,67,95,12,32,35,66,22,80,74,15,31,13,50
48,98,7,18,60,21,0,94,39,67,24,1,31,41,55,75,12,56,45,94,65,41,58,46,60,20,68,1,79,10,2,53,9,21,84,73,80,70,84,68,73,56,45,29,18,79,12,25,17,33,99,59,71,19,19,25,71,25,94,39,5,93,3,48,62,25,60,93,95,72,25,97,48,49,38,51,11,60,26,74,84,89,2,12,95,79,42,77,50,3,1,6,78,78,36,46,9,88,13,7,26
49,25,74,0,86,79,81,51,14,46,11,60,87,74,92,50,48,0,62,34,2,71,4,14,6,19,84,12,41,65,27,24,56,47,84,1,18,50,34,8,72,55,30,95,80,19,38,19,70,22,39,64,32,54,70,23,12,1,57,97,24,60,45,30,67,17,63,45,77,66,91,49,21,67,58,41,93,17,99,22,78,5,25,2,54,18,93,91,89,51,66,26,9,6,41,0,9,46,56,46,14
50,71,68,14,60,42,68,13,61,25,18,43,48,9,58,9,19,28,85,70,87,76,22,10,76,92,27,42,86,67,47,57,45,23,5,65,41,75,38,4,69,95,29,5,19,97,76,54,71,37,99,8,19,27,55,88,88,94,73,65,74,58,90,65,12,94,2,99,98,67,88,39,32,22,1,52,13,73,60,21,29,90,70,92,98,85,67,89,82,47,62,72,58,86,58,11,86,89,73,5,88
51,32,44,49,88,29,0,49,94,33,99,45,90,62,87,5,95,71,0,23,79,36,62,74,99,73,29,39,75,92,29,33,63,12,15,75,25,63,73,15,45,46,84,69,63,17,87,13,18,91,36,93,22,4,31,36,25,89,86,58,75,42,88,94,69,37,11,95,32,28,69,78,65,66,20,23,22,91,74,77,27,90,21,37,39,4,40,43,44,76,44,49,34,26,4,82,62,95,74,70,70
52,38,69,51,4,58,74,37,85,3,66,88,66,47,8,89,26,56,25,91,82,86,9,74,45,2,23,25,61,30,40,30,75,93,58,43,10,56,35,71,26,89,60,30,17,83,36,71,62,40,62,5,53,56,55,29,65,49,69,57,12,73,24,68,79,84,5,82,9,44,10,74,97,60,33,61,92,99,23,4,46,15,71,83,45,95,26,13,59,34,49,17,89,89,28,70,60,21,83,77,4
53,64,39,67,91,91,55,30,33,41,92,52,55,54,36,61,37,9,66,21,67,14,86,72,15,50,80,65,20,85,4,89,9,44,36,50,19,25,38,10,53,84,16,80,37,17,62,6,38,40,75,66,96,52,72,66,6,40,93,3,78,7,83,45,95,59,56,36,14,9,6,60,89,49,92,49,16,33,47,34,50,39,88,25,40,70,58,93,42,74,49,59,99,72,26,62,71,8,86,8,67
54,57,85,9,91,38,39,25,35,23,84,52,64,55,73,8,23,18,55,96,67,55,9,52,43,46,46,1,83,23,62,2,76,29,27,70,25,95,20,23,14,39,87,23,67,60,70,54,65,71,66,93,6,44,50,7,36,31,96,53,48,98,12,16,31,45,54,75,10,98,92,68,35,25,44,63,89,88,34,53,77,52,48,18,13,60,25,21,73,41,38,37,99,50,19,41,19,16,27,34,80
55,66,75,84,62,15,86,54,63,4,25,87,78,77,89,5,41,10,47,74,42,5,29,33,66,95,15,21,53,9,38,24,58,3,52,10,68,44,98,87,18,2,4,8,39,29,18,76,42,33,0,51,69,99,34,37,79,55,98,35,29,22,35,98,75,55,93,39,4,89,35,34,91,18,63,23,52,54,36,75,83,80,76,91,98,95,64,41,95,93,71,4,5,4,64,22,99,1,99,81,81
56,37,80,31,70,81,83,26,19,85,74,5,94,12,31,72,88,42,41,35,49,68,10,26,9,83,35,37,92,64,79,51,84,74,17,6,57,74,10,32,74,84,74,14,43,22,73,3,36,66,85,40,32,14,58,31,68,25,23,41,97,49,45,87,11,0,31,11,61,33,60,58,25,20,98,83,26,92,74,58,29,2,29,61,97,48,36,66,62,23,84,6,46,5,35,87,31,73,35,99,6
57,65,46,9,22,61,57,54,92,63,2,25,14,45,55,67,79,2,89,4,8,3,1,9,91,15,63,70,71,71,23,8,78,90,36,7,50,1,72,81,88,35,83,79,2,30,60,98,54,78,50,73,64,61,52,95,67,6,87,73,32,83,41,84,89,12,28,29,46,0,51,99,31,97,84,93,92,32,41,90,16,29,33,19,57,19,4,65,73,87,12,56,20,30,92,20,62,13,55,82,44
58,63,4,24,5,70,27,54,15,98,13,35,73,70,50,85,45,11,38,82,81,12,11,49,13,97,61,26,52,69,16,96,42,35,65,77,78,88,23,22,16,97,44,57,84,1,49,18,90,96,87,12,69,69,70,11,45,6,64,16,82,97,29,47,94,18,60,33,53,94,28,3,46,0,18,20,4,71,86,7,68,86,8,83,82,89,66,20,18,5,26,34,7,21,8,1,32,25,78,95,38
59,69,35,53,92,84,25,53,64,55,12,37,0,10,81,70,13,89,59,91,39,80,82,88,11,70,69,82,4,49,88,90,38,79,81,2,23,57,75,12,74,63,91,73,5,99,19,9,14,28,20,9,83,1,0,21,14,92,61,71,45,59,66,93,85,51,80,9,66,16,35,51,50,68,41,67,82,91,23,29,27,1,73,98,79,85,36,4,14,1,14,26,70,23,52,80,74,72,88,36,3
60,21,92,35,66,67,2,93,16,71,46,17,48,45,75,10,19,85,6,50,54,44,24,26,90,54,34,95,42,19,83,50,99,99,42,64,32,58,26,1,7,25,86,2,3,85,7,35,2,11,90,62,13,98,54,40,59,85,53,53,60,1,82,51,48,74,5,31,96,48,95,6,27,29,11,64,61,89,0,45,88,65,57,93,15,84,64,27,38,63,39,62,55,41,69,23,49,19,60,1,71
61,85,60,89,1,56,0,77,72,57,84,53,88,10,12,44,76,15,63,52,90,70,62,72,58,74,59,9,6,36,11,14,89,14,9,37,10,12,14,60,14,39,57,10,79,60,80,79,63,63,93,35,98,74,22,48,74,71,84,15,49,54,75,19,78,58,61,93,23,93,88,72,91,65,86,9,33,95,99,68,89,54,27,17,9,97,47,68,75,88,2,37,87,65,95,22,62,24,77,47,55
62,73,56,20,29,13,28,34,89,4,50,52,24,84,1,59,97,17,34,49,29,46,32,9,81,70,77,74,94,35,7,37,45,11,89,90,17,95,79,17,30,47,7,39,37,67,69,63,66,81,99,93,36,27,14,85,42,62,57,70,0,86,52,88,58,84,72,18,66,68,45,32,1,50,13,19,60,1,78,14,56,64,65,61,10,98,95,36,58,27,85,79,65,27,59,63,25,51,90,66,87
63,75,42,3,45,16,80,6,80,61,77,52,97,30,64,72,65,66,39,78,41,73,42,2,30,66,36,53,90,35,55,41,5,4,18,52,61,71,16,7,50,23,45,69,70,35,73,28,45,49,64,25,1,83,76,50,22,3,91,81,94,32,49,26,92,78,97,56,97,24,76,13,33,1,39,26,1,48,68,58,63,77,99,66,49,92,66,49,6,86,6,35,80,43,89,42,23,66,59,38,56
64,64,36,16,64,20,82,3,83,98,9,98,77,18,71,62,17,94,13,68,61,90,19,26,24,42,28,36,61,22,33,82,37,69,96,52,43,9,61,65,15,45,46,84,84,29,14,80,9,65,47,76,84,29,48,73,91,50,70,91,67,48,19,72,94,54,5,70,45,21,58,59,71,75,50,77,41,27,9,38,76,21,72,22,16,79,27,8,13,51,19,60,34,79,38,57,24,29,13,18,67
65,74,3,36,96,29,72,15,15,93,37,86,15,92,28,39,96,42,78,11,99,27,43,29,42,97,6,37,79,96,44,70,85,23,55,95,18,43,23,80,48,97,69,4,93,30,75,73,40,25,97,66,62,11,73,6,44,71,27,81,2,62,0,60,52,50,3,52,97,22,84,4,57,45,75,34,95,32,12,38,38,42,74,46,74,80,22,24,77,15,21,64,91,80,85,52,4,88,99,38,91
66,38,34,85,55,57,61,25,0,96,11,97,86,52,35,21,50,57,28,86,92,79,67,30,83,13,56,33,9,61,8,18,47,51,12,43,96,66,25,15,82,2,84,66,37,13,5,87,51,51,23,19,15,61,80,86,66,29,1,32,27,52,89,37,22,57,96,86,47,44,46,31,31,9,69,45,79,59,3,30,15,13,33,66,29,44,8,11,19,14,37,56,98,2,99,91,25,60,11,16,86
67,51,94,14,2,88,44,69,37,14,56,3,15,22,91,91,83,59,49,96,70,11,37,66,63,24,21,18,85,66,61,46,19,9,63,73,93,72,65,93,0,17,42,38,33,93,84,20,28,70,9,10,86,89,82,61,98,48,21,26,44,8,85,53,28,6,35,60,42,38,30,94,75,81,58,79,75,15,26,98,73,92,65,91,81,32,35,1,84,90,22,32,75,94,41,51,46,17,59,73,51
68,7,69,98,61,76,6,34,93,6,47,80,69,26,69,53,57,56,42,46,91,49,11,36,25,75,13,85,46,56,68,82,37,73,52,42,56,30,15,67,46,0,16,37,19,17,69,34,63,47,61,26,1,18,70,15,83,45,42,61,68,52,12,80,2,58,34,46,82,68,83,98,77,57,85,95,11,50,54,52,84,30,8,31,38,39,26,42,75,63,83,91,63,46,14,61,40,87,15,24,37
69,60,36,41,21,96,59,95,78,57,31,2,49,59,38,29,43,59,33,35,78,98,90,66,64,19,64,20,53,95,27,10,73,9,29,60,37,54,90,79,78,55,20,63,74,30,40,8,57,37,72,24,68,1,18,58,83,42,20,83,6,51,49,14,99,55,57,51,58,72,96,2,5,11,80,42,16,24,69,46,38,51,86,49,83,7,59,38,33,48,49,54,1,15,49,1,8,4,96,51,76
